opeid,name,address,city,state,zip,number_of_defaults,number_of_loans,default_rate
1293,VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA                       ,55 FAIR DRIVE                                     ,COSTA MESA          ,CA,92626,29,734,3.9
1294,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT                          ,900 OTAY LAKES ROAD                               ,CHULA VISTA         ,CA,91910,52,297,17.5
1295,SOUTHWESTERN LAW SCHOOL                                          ,3050 WILSHIRE BOULEVARD                           ,LOS ANGELES         ,CA,90010,7,371,1.8
1296,DOMINICAN SCHOOL OF PHILOSOPHY AND THEOLOGY                      ,2301 VINE STREET                                  ,BERKELEY            ,CA,94708,0,38,0
1302,SAINT MARY'S COLLEGE OF CALIFORNIA                               ,1928 SAINT MARY'S ROAD                            ,MORAGA              ,CA,94556,36,1129,3.1
1305,STANFORD UNIVERSITY                                              ,1 STANFORD UNIVERSITY                             ,STANFORD            ,CA,94305,9,1165,0.7
1307,FRESNO CITY COLLEGE                                              ,1101 EAST UNIVERSITY AVENUE                       ,FRESNO              ,CA,93741,208,887,23.4
1308,REEDLEY COLLEGE                                                  ,995 NORTH REED AVENUE                             ,REEDLEY             ,CA,93654,52,289,17.9
1312,"UNIVERSITY OF CALIFORNIA, BERKELEY                               ",200 CALIFORNIA HALL                               ,BERKELEY            ,CA,94720,103,5124,2
1313,"UNIVERSITY OF CALIFORNIA, DAVIS                                  ",ONE SHIELDS AVENUE                                ,DAVIS               ,CA,95616,150,5687,2.6
1314,"UNIVERSITY OF CALIFORNIA, IRVINE                                 ",501 ALDRICH HALL                                  ,IRVINE              ,CA,92697,95,4573,2
1315,"UNIVERSITY OF CALIFORNIA, LOS ANGELES                            ",405 HILGARD AVENUE                                ,LOS ANGELES         ,CA,90095,140,6908,2
1316,"UNIVERSITY OF CALIFORNIA, RIVERSIDE                              ",900 UNIVERSITY AVENUE                             ,RIVERSIDE           ,CA,92521,117,4161,2.8
1317,"UNIVERSITY OF CALIFORNIA, SAN DIEGO                              ",9500 GILMAN DRIVE                  SUITE #0013 - 4,LA JOLLA            ,CA,92093,116,5740,2
1319,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO                          ","550 16TH STREET, 7TH FLOOR                        ",SAN FRANCISCO       ,CA,94143,4,691,0.5
1320,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA                          ",5221 CHEADLE HALL                                 ,SANTA BARBARA       ,CA,93106,91,3817,2.3
1321,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ                             ",1156 HIGH STREET                                  ,SANTA CRUZ          ,CA,95064,111,3541,3.1
1322,UNIVERSITY OF REDLANDS                                           ,1200 EAST COLTON AVENUE                           ,REDLANDS            ,CA,92373,38,1396,2.7
1325,UNIVERSITY OF SAN FRANCISCO                                      ,2130 FULTON STREET                                ,SAN FRANCISCO       ,CA,94117,57,2404,2.3
1326,SANTA CLARA UNIVERSITY                                           ,500 EL CAMINO REAL                                ,SANTA CLARA         ,CA,95053,23,1322,1.7
1328,UNIVERSITY OF SOUTHERN CALIFORNIA                                ,UNIVERSITY PARK CAMPUS                            ,LOS ANGELES         ,CA,90089,133,7440,1.7
1329,UNIVERSITY OF THE PACIFIC                                        ,3601 PACIFIC AVENUE                               ,STOCKTON            ,CA,95211,25,1773,1.4
1334,VENTURA COLLEGE                                                  ,4667 TELEGRAPH ROAD                               ,VENTURA             ,CA,93003,97,442,21.9
1335,VICTOR VALLEY COMMUNITY COLLEGE                                  ,18422 BEAR VALLEY ROAD                            ,VICTORVILLE         ,CA,92395,208,963,21.5
1338,WEST VALLEY COLLEGE                                              ,14000 FRUITVALE AVENUE                            ,SARATOGA            ,CA,95070,25,162,15.4
1339,CORBAN UNIVERSITY                                                ,5000 DEER PARK DRIVE SOUTH EAST                   ,SALEM               ,OR,97317,13,368,3.5
1341,WESTMONT COLLEGE                                                 ,955 LA PAZ ROAD                                   ,SANTA BARBARA       ,CA,93108,4,270,1.4
1342,WHITTIER COLLEGE                                                 ,13406 EAST PHILADELPHIA STREET                    ,WHITTIER            ,CA,90608,19,638,2.9
1343,WOODBURY UNIVERSITY                                              ,7500 NORTH GLENOAKS BOULEVARD                     ,BURBANK             ,CA,91504,28,468,5.9
1344,YUBA COLLEGE                                                     ,2088 NORTH BEALE ROAD                             ,MARYSVILLE          ,CA,95901,52,244,21.3
1345,ADAMS STATE UNIVERSITY                                           ,208 EDGEMONT BOULEVARD                            ,ALAMOSA             ,CO,81102,150,1153,13
1346,ARAPAHOE COMMUNITY COLLEGE                                       ,5900 SOUTH SANTA FE DRIVE                         ,LITTLETON           ,CO,80160,344,2484,13.8
1347,COLORADO COLLEGE                                                 ,14 EAST CACHE LA POUDRE                           ,COLORADO SPRINGS    ,CO,80903,2,216,0.9
1348,COLORADO SCHOOL OF MINES                                         ,1500 ILLINOIS STREET                              ,GOLDEN              ,CO,80401,17,799,2.1
1349,UNIVERSITY OF NORTHERN COLORADO                                  ,501 20TH STREET                                   ,GREELEY             ,CO,80639,162,3105,5.2
1350,COLORADO STATE UNIVERSITY                                        ,102 ADMINISTRATION BUILDING                       ,FORT COLLINS        ,CO,80523,138,5601,2.4
1352,DENVER SEMINARY                                                  ,6399 SOUTH SANTA FE DRIVE                         ,LITTLETON           ,CO,80120,1,213,0.4
1353,FORT LEWIS COLLEGE                                               ,1000 RIM DRIVE                                    ,DURANGO             ,CO,81301,82,890,9.2
1354,ILIFF SCHOOL OF THEOLOGY                                         ,2201 SOUTH UNIVERSITY BOULEVARD                   ,DENVER              ,CO,80210,3,66,4.5
1355,LAMAR COMMUNITY COLLEGE                                          ,2401 SOUTH MAIN                                   ,LAMAR               ,CO,81052,49,219,22.3
1358,COLORADO MESA UNIVERSITY                                         ,1100 NORTH AVENUE                                 ,GRAND JUNCTION      ,CO,81501,344,2671,12.8
1359,COLORADO NORTHWESTERN COMMUNITY COLLEGE                          ,500 KENNEDY DRIVE                                 ,RANGELY             ,CO,81648,32,204,15.6
1360,METROPOLITAN STATE UNIVERSITY OF DENVER                          ,890 AURARIA PARKWAY                               ,DENVER              ,CO,80204,678,6821,9.9
1361,NORTHEASTERN JUNIOR COLLEGE                                      ,100 COLLEGE AVENUE                                ,STERLING            ,CO,80751,86,514,16.7
1362,OTERO JUNIOR COLLEGE                                             ,1802 COLORADO AVENUE                              ,LA JUNTA            ,CO,81050,66,380,17.3
1363,REGIS UNIVERSITY                                                 ,3333 REGIS BOULEVARD                              ,DENVER              ,CO,80221,112,3153,3.5
1365,COLORADO STATE UNIVERSITY-PUEBLO                                 ,2200 BONFORTE BOULEVARD                           ,PUEBLO              ,CO,81001,231,2572,8.9
1368,TRINIDAD STATE JUNIOR COLLEGE                                    ,600 PROSPECT STREET                               ,TRINIDAD            ,CO,81082,79,400,19.7
1370,UNIVERSITY OF COLORADO BOULDER                                   ,REGENT ADMINSTRATIVE CENTER 175    77 UCB         ,BOULDER             ,CO,80309,149,4805,3.1
1371,UNIVERSITY OF DENVER                                             ,UNIVERSITY PARK CAMPUS             2199 SOUTH UNIV,DENVER              ,CO,80208,45,2748,1.6
1372,WESTERN STATE COLORADO UNIVERSITY                                ,600 N. ADAMS STREET                TAYLOR HALL    ,GUNNISON            ,CO,81231,32,563,5.6
1374,ALBERTUS MAGNUS COLLEGE                                          ,700 PROSPECT STREET                               ,NEW HAVEN           ,CT,6511,44,676,6.5
1378,CENTRAL CONNECTICUT STATE UNIVERSITY                             ,1615 STANLEY STREET                               ,NEW BRITAIN         ,CT,6050,136,2767,4.9
1379,CONNECTICUT COLLEGE                                              ,270 MOHEGAN AVENUE                                ,NEW LONDON          ,CT,6320,5,242,2
1380,WESTERN CONNECTICUT STATE UNIVERSITY                             ,181 WHITE STREET                                  ,DANBURY             ,CT,6810,109,1523,7.1
1385,FAIRFIELD UNIVERSITY                                             ,1073 NORTH BENSON ROAD                            ,FAIRFIELD           ,CT,6824,14,863,1.6
1387,HARTFORD SEMINARY                                                ,77 SHERMAN STREET                                 ,HARTFORD            ,CT,6105,1,26,3.8
1389,HOLY APOSTLES COLLEGE & SEMINARY                                 ,33 PROSPECT HILL ROAD                             ,CROMWELL            ,CT,6416,1,35,2.8
1392,MANCHESTER COMMUNITY COLLEGE                                     ,GREAT PATH                                        ,MANCHESTER          ,CT,6045,9,113,7.9
1393,MITCHELL COLLEGE                                                 ,437 PEQUOT AVENUE                                 ,NEW LONDON          ,CT,6320,33,290,11.3
1397,UNIVERSITY OF NEW HAVEN                                          ,300 BOSTON POST ROAD                              ,WEST HAVEN          ,CT,6516,63,1698,3.7
1398,NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE                       ,PARK PLACE EAST                                   ,WINSTED             ,CT,6098,6,64,9.3
1399,NORWALK COMMUNITY COLLEGE                                        ,188 RICHARDS AVENUE                               ,NORWALK             ,CT,6854,4,38,10.5
1401,POST UNIVERSITY                                                  ,800 COUNTRY CLUB ROAD                             ,WATERBURY           ,CT,6723,451,3190,14.1
1402,QUINNIPIAC UNIVERSITY                                            ,275 MOUNT CARMEL AVENUE                           ,HAMDEN              ,CT,6518,27,1803,1.4
1403,SACRED HEART UNIVERSITY                                          ,5151 PARK AVENUE                                  ,FAIRFIELD           ,CT,6825,54,1465,3.6
1406,SOUTHERN CONNECTICUT STATE UNIVERSITY                            ,501 CRESCENT STREET                               ,NEW HAVEN           ,CT,6515,179,3079,5.8
1409,UNIVERSITY OF SAINT JOSEPH                                       ,1678 ASYLUM AVENUE                                ,WEST HARTFORD       ,CT,6117,24,751,3.1
1414,TRINITY COLLEGE                                                  ,300 SUMMIT STREET                                 ,HARTFORD            ,CT,6106,9,263,3.4
1416,UNIVERSITY OF BRIDGEPORT                                         ,126 PARK AVENUE                                   ,BRIDGEPORT          ,CT,6601,109,1176,9.2
1417,UNIVERSITY OF CONNECTICUT                                        ,352 MANSFIELD ROAD                                ,STORRS              ,CT,6269,125,5589,2.2
1422,UNIVERSITY OF HARTFORD                                           ,200 BLOOMFIELD AVENUE                             ,WEST HARTFORD       ,CT,6117,72,1701,4.2
1424,WESLEYAN UNIVERSITY                                              ,237 HIGH STREET                                   ,MIDDLETOWN          ,CT,6459,6,377,1.5
1425,EASTERN CONNECTICUT STATE UNIVERSITY                             ,83 WINDHAM STREET                                 ,WILLIMANTIC         ,CT,6226,82,1532,5.3
1426,YALE UNIVERSITY                                                  ,105 WALL STREET                                   ,NEW HAVEN           ,CT,6520,8,1284,0.6
1428,DELAWARE STATE UNIVERSITY                                        ,1200 NORTH DUPONT HIGHWAY                         ,DOVER               ,DE,19901,180,1246,14.4
1429,GOLDEY-BEACOM COLLEGE                                            ,4701 LIMESTONE ROAD                               ,WILMINGTON          ,DE,19808,28,249,11.2
